codigo_estacion,nombre,latitud,longitud
09401001,Tricauco,-38.8506,-71.55
09402001,Rio Allipen En Melipeuco,-38.8653,-71.7336
09403001,Cunco,-38.9269,-72.0125
09404001,Rio Allipen En Los Laureles,-38.9833,-72.2333
09404002,Los Laureles,-38.9586,-72.2006
09405001,Rio Curaco En Colico,-39.0333,-72.0833
09412002,Curarrehue,-39.3581,-71.5744
09412003,Puesco (Aduana),-39.5192,-71.5478
09414002,Llafenco,-39.3314,-71.8083
09416002,Lago Tinquilco,-39.1667,-71.7231
09417001,Lago Caburgua,-39.2,-71.8089
09420002,Pucon,-39.2753,-71.9503
09420003,Villarrica,-39.215,-72.2917
09420004,Chanlelfu,-39.4875,-72.2339
09423001,Rio Tolten En Coipue,-39.1,-72.3833
09433003,Quitratue,-39.1506,-72.6503
09437002,Rio Tolten En Teodoro Schmidt,-39.0144,-73.0828
09438001,Teodoro Schmitd,-39.0278,-73.0781
09439001,Tolten,-39.2006,-73.2003
10100002,Rio Fui En Desage Lago Pirihueico,-39.8747,-71.8897
10100004,Pirihueico En Pirihueico,-40.0225,-71.7219
10100005,Pirihueico En Pto. Fuy,-39.8719,-71.8889
10102002,Liquie,-39.7272,-71.8506
10106001,Coaripe,-39.5744,-72.0053
10106002,Lago Calafquen,-39.5469,-72.1519
10106003,Lican-Ray,-39.4681,-72.1653
10111002,Lago Riihue,-39.7731,-72.4581
10122003,Rio Calle Calle En Pupunahue,-39.8044,-72.9025
10123004,Llancahue,-39.8561,-73.1786
10123006,Valdivia (U. Austral),-39.8103,-73.2517
10130001,Loncoche,-39.37,-72.6417
10133000,Rio Leufucade En Purulon,-39.4781,-72.6908
10134002,San Jose Mariquina,-39.5522,-72.8989
10137002,Huichaco,-39.7078,-72.7422
10141001,Catamutun,-40.1658,-73.1689
10304001,Rio Calcurrupe En Desembocadura,-40.25,-72.2667
10304002,Lago Maihue,-40.2172,-72.1492
10305002,Caunahue,-40.1592,-72.2528
10307001,Lago Ranco,-40.3172,-72.4692
10312001,El Llolly,-40.0672,-72.6169
10313001,Rio Llollelhue En La Union,-40.2667,-73.0833
10322002,Anticura,-40.6553,-72.1844
10323002,Futacuhuin,-40.7231,-72.44
10328001,Rio Pilmaiquen En San Pablo,-40.3842,-73.0022
10340001,Rio Rahue En Desague Lago Rupanco,-40.7889,-72.6889
10340002,Rupanco,-40.7733,-72.6839
10350001,Fresia,-41.1533,-73.4111
10355001,Purranque,-40.9367,-73.1372
10355003,Rio Forrahue En Rio Negro,-40.7956,-73.2144
10356001,Rio Negro En Chahuilco,-40.7136,-73.2278
10360002,Adolfo Matthei,-40.5883,-73.1069
10371001,Trinidad,-40.3142,-73.4333
10372001,Venecia,-40.1933,-73.4311
10410004,Frutillar,-41.1267,-73.0611
10410015,Cascada,-41.0781,-72.6328
10417001,Maullin,-41.6153,-73.6
10425001,Puerto Montt,-41.46,-72.9378
10430005,Lago Chapo (Lm),-41.4297,-72.5764
10512000,Llanada Grande,-41.4242,-71.9386
10520001,Rio Puelo En Desague Lago Tagua Tagua,-41.6389,-72.1694
10523001,Puelo,-41.6511,-72.3117
10610001,Hornopiren,-41.9383,-72.435
10701001,Lago Espolon,-43.2158,-71.9306
10704001,Palena,-43.6175,-71.7839
10704002,Rio Futaleufu Ante Junta Rio Malito,-43.4492,-72.1075
10900001,Quemchi,-42.1408,-73.4731
10900002,Ancud 2 (Doh),-41.8792,-73.7964
10901003,Chonchi,-42.6228,-73.7728
10901004,Castro 2 (Doh),-42.4794,-73.7742
10902002,Quellon,-43.1086,-73.6119
10903003,Ancud 1 (Dga),-41.8625,-73.8192
10904005,Chepu,-42.0464,-73.9742
10906004,Cucao,-42.6186,-74.1081
11023001,Valle Rio Frio,-43.4683,-72.3536
11023002,Villa Santa Lucia,-43.4128,-72.3658
11031001,Lago Verde,-44.2394,-71.8461
11041001,La Junta,-43.9708,-72.4056
11043001,Marin Balmaceda,-43.7717,-72.9547
11120001,Puerto Puyuhuapi,-44.3228,-72.5597
11140001,Rio Cisnes,-44.4975,-71.3064
11144002,Cisnes Medio,-44.6653,-72.2661
11147003,Puerto Cisnes,-44.7278,-72.6814
11180000,Islas Huichas,-45.1553,-73.5164
11300001,Estancia Bao Nuevo,-45.2669,-71.5292
11302002,Irehuao,-45.2706,-71.7092
11304001,Villa Maihuales,-45.1733,-72.1478
11307002,Villa Ortega,-45.3719,-71.9822
11310003,Rio Blanco Chico Antes Junta Oscuro,-45.8853,-71.7211
11316003,Coyhaique (Escuela Agricola),-45.5739,-72.0286
11316004,Coyhaique Alto,-45.4803,-71.6044
11317001,Rio Simpson Bajo Junta Coyhaique,-45.5517,-72.0681
11317005,Coyhaique Conaf,-45.5511,-72.0589
11318002,El Balseo,-45.4036,-72.4878
11342001,Rio Aysen En Puerto Aysen,-45.4058,-72.6231
11400001,Puerto Chacabuco,-45.4644,-72.8178
11440000,Glaciar San Rafael,-46.6433,-73.8575
11503001,Villa Cerro Castillo,-46.1206,-72.1539
11505001,Rio Ibaez En Desembocadura,-46.2692,-71.9908
11513001,Bahia Murta,-46.4619,-72.6686
11514001,Rio Murta En Desembocadura,-46.4333,-72.7
11517002,Lago General Carrera En Desage,-46.8456,-72.8033
11521002,Chile Chico,-46.5436,-71.7089
11521005,Lago General Carrera Fachinal,-46.5425,-72.2267
11523002,Lago General Carrera En Puerto Guadal,-46.8411,-72.6975
11532000,Rio Nef Antes Junta Estero El Revalse,-47.1378,-73.0869
11533001,Estancia Valle Chacabuco,-47.1164,-72.4844
11536001,Rio Cochrane En Cochrane,-47.2517,-72.5644
11536004,Rio Baker En Angostura Chacabuco,-47.1414,-72.7258
11540000,Lago Cachet 2 En Glaciar Colonia,-47.1981,-73.25
11541000,Rio Colonia En Nacimiento,-47.3392,-73.1147
11546001,Caleta Tortel,-47.7997,-73.5358
11702000,Lago Ohiggins En Villa Ohiggins,-48.5169,-72.5953
11704001,Candelario Mancilla,-48.8775,-72.7394
11706000,Glaciar Ohiggins,-48.9272,-73.1172
11711000,Rio Pascua Ante Junta Rio Quetru,-48.1592,-73.0889
11800000,Jorge Montt,-48.2536,-73.4597
12000000,Glaciar Tempano,-48.8347,-74.1831
12273000,Glaciar Balmaceda,-51.4197,-73.1
12280002,Rio Paine En Parque Nacional 2,-50.9603,-72.7925
12280004,Lago Dickson,-50.8228,-73.1125
12280006,Lago Paine,-50.8414,-72.9047
12283001,Cerro Guido,-50.8986,-72.3314
12283003,Lago Pehoe,-51.0783,-72.9933
12284006,Rio Las Chinas En Cerro Guido,-51.0508,-72.5169
12284009,Lago Sarmiento,-51.0108,-72.7106
12284010,Cerro Castillo,-51.26,-72.3272
12286001,Torres Del Paine,-51.1842,-72.9669
12286002,Rio Rincon En Ruta Y-290,-51.3139,-72.8292
12287002,Lago Grey,-51.1114,-73.13
12288000,Glaciar Tindall,-51.1158,-73.2825
12288003,Rio Tindall En Desembocadura,-51.2564,-73.1561
12289001,Rio Serrano En Desembocadura,-51.3328,-73.1092
12293001,Puerto Natales,-51.7336,-72.4781
12400001,Casas Viejas,-51.6975,-72.3297
12400003,Rio Tranquilo En Ruta N 9,-51.8233,-72.1592
12402000,Lago Anibal Pinto,-52.0911,-72.4361
12403000,Seno Obstruccin,-52.2094,-72.4783
12440001,Rocallosas,-52.6514,-71.9631
12449001,Isla Riesco,-52.8819,-71.5706
12449002,Cordillera Riesco,-52.8425,-71.7642
12452001,Rio Perez En Desembocadura,-52.5492,-71.9747
12454001,Rio Verde,-52.6042,-71.5019
12530001,San Gregorio,-52.5664,-70.0706
12582001,Rio San Juan En Desembocadura,-53.65,-70.9667
12582002,San Juan,-53.6514,-70.9578
12582003,Lago Parrillar,-53.4025,-71.2497
12585003,Leadura Alta,-53.2325,-71.1178
12586001,Rio Las Minas En Bt. Sendos,-53.1381,-70.9875
12586004,Punta Arenas,-53.1233,-70.8772
12586005,Laguna Lynch,-53.1444,-70.9831
12586006,Cerro Mirador,-53.1842,-71.0833
12586007,Las Minas,-53.1442,-70.9831
12586009,Canal De Trasvase Estero Llau-Llau,-53.125,-70.9358
12586010,Magdalena Giglio 2,-53.1397,-71.0561
12587000,Bitsch Alto,-53.0919,-71.0025
12600001,Rio Rubens En Ruta N 9,-52.03,-71.9414
12620000,Penitente Alto,-52.2092,-71.6806
12622001,Rio Penitente En Morro Chico,-52.0511,-71.4247
12622002,Villa Tehuelche,-52.4414,-71.4022
12640001,Teniente Merino,-52.0342,-70.7333
12680001,Monte Aymond,-52.1644,-69.6078
12802001,Rio Side En Cerro Sombrero,-52.7681,-69.2772
12803000,Bahia Lomas,-52.5472,-69.3269
12806004,Bahia San Felipe,-52.8697,-69.9319
12809001,Porvenir,-53.2908,-70.37
12815001,Onaisin En Maria Cristina,-53.3056,-69.2675
12816001,Cameron,-53.6369,-69.6506
12820001,Rio Caleta En Tierra Del Fuego,-53.8586,-69.9989
12820002,Puerto Yartou,-53.8853,-70.1408
12821000,Rio Condor,-53.9964,-70.0781
12825002,Rio Azopardo En Desembocadura,-54.5028,-68.8244
12863001,San Sebastian,-53.3217,-68.6614
12873001,Russfin,-53.7594,-69.1892
12875000,Lago Blanco,-54.0533,-68.9578
12876001,Rio Grande En Tierra Del Fuego,-53.8928,-68.8844
12876003,Pampa Huanaco,-54.0497,-68.7997
12878002,Bahia Yendegaia,-54.8817,-68.6825
12879000,Lago Deseado,-54.3378,-68.8242
12930001,Rio Robalo En Puerto Williams,-54.9469,-67.6392
12930002,Lago Navarino,-55.0558,-67.2994
12930003,Robalo Alto,-54.9769,-67.6744
12930004,Puerto Navarino,-54.9256,-68.3236
12930005,Puerto Toro,-55.0822,-67.0758
180005,Chacalluta Arica Ap.,-18.3514,-70.3358
200006,Diego Aracena Iquique Ap.,-20.5397,-70.1786
220002,El Loa Calama Ad.,-22.4989,-68.9072
230001,Cerro Moreno Antofagasta Ap.,-23.4503,-70.4411
270001,Mataveri Isla De Pascua Ap.,-27.1606,-109.427
270008,Desierto De Atacama Caldera Ap.,-27.2639,-70.7742
290004,La Florida La Serena Ad.,-29.9175,-71.2011
330007,Rodelillo Ad.,-33.0367,-71.5342
330019,Eulogio Sanchez Tobalaba Ad.,-33.4544,-70.5478
330020,Quinta Normal Santiago,-33.445,-70.6828
330021,Pudahuel Santiago,-33.3919,-70.7944
330030,Santo Domingo Ad.,-33.655,-71.6142
330031,Juan Fernandez Estacion Meteorologica,-33.6367,-78.835
340031,General Freire Curico Ad.,-34.9664,-71.2167
360011,Bernardo O'Higgins Chillan Ad.,-36.5872,-72.04
360019,Carriel Sur Concepcion.,-36.7792,-73.0622
370033,Maria Dolores Los Angeles Ad.,-37.4028,-72.4225
380013,Maquehue Temuco Ad.,-38.77,-72.6369
390006,Pichoy Valdivia Ad.,-39.6506,-73.0808
400009,Canal Bajo Osorno Ad.,-40.605,-73.0608
410005,El Tepual Puerto Montt Ap.,-41.435,-73.0978
430002,Futaleufu Ad.,-43.1889,-71.8525
430004,Alto Palenaad.,-43.6117,-71.8053
450001,Puerto Aysen Ad.,-45.3961,-72.6639
450004,Teniente Vidal Coyhaique Ad.,-45.5939,-72.1086
450005,Balmaceda Ad.,-45.9128,-71.6942
460001,Chile Chico Ad.,-46.5808,-71.6928
470001,Lord Cochrane Ad.,-47.2439,-72.5864
510005,Teniente Gallardo Puerto Natales Ad.,-51.6672,-72.5289
520006,Punta Arenas,-53.0033,-70.845
530005,Fuentes Martinez Porvenir Ad.,-53.1875,-70.3203
550001,Guardia Marina Zanartu Pto Williams Ad.,-54.9317,-67.6156
950001,Eduardo Frei Montalva Antartica,-62.1997,-58.9642
AR000000011,Monte Caseros Aero,-30.267,-57.65
AR000087007,La Quiaca Observato,-22.1,-65.6
AR000087078,Las Lomitas,-24.7,-60.583
AR000087129,Santiago Del Estero,-27.767,-64.3
AR000087155,Resistencia Aero,-27.45,-59.05
AR000087217,La Rioja Aero.,-29.383,-66.817
AR000087257,Ceres Aero,-29.883,-61.95
AR000087270,Reconquista Aero,-29.183,-59.7
AR000087344,Cordoba Aero,-31.317,-64.217
AR000087374,Parana Aero,-31.783,-60.483
AR000087418,Mendoza Aero,-32.833,-68.783
AR000087534,Laboulaye Aero,-34.133,-63.367
AR000087623,Santa Rosa Aero,-36.567,-64.266
AR000087692,Mar Del Plata Aero,-37.933,-57.583
AR000087715,Neuquen Aero,-38.95,-68.133
AR000087803,Esquel Aero,-42.933,-71.15
AR000087828,Trelew Aero,-43.2,-65.266
AR000087860,Comodoro Rivadavia,-45.783,-67.5
AR000087925,Rio Gallegos Aero,-51.617,-69.283
AR000870470,Salta Aero,-24.85,-65.483
AR000875440,Pehuajo Aero,-35.867,-61.9
AR000875850,Buenos Aires Observ,-34.583,-58.483
AR000877500,Bahia Blanca Aero,-38.733,-62.167
ARM00087016,Oran,-23.153,-64.329
ARM00087022,General Enrique Mosconi Tarta,-22.62,-63.794
ARM00087046,Jujuy,-24.393,-65.098
ARM00087121,Teniente Benjamin Matienzo,-26.841,-65.105
ARM00087148,Presidencia Roque Saenz Pena,-26.733,-60.483
ARM00087162,Formosa,-26.213,-58.228
ARM00087166,Corrientes,-27.446,-58.762
ARM00087178,Posadas,-27.386,-55.971
ARM00087222,Catamarca,-28.596,-65.752
ARM00087244,Villa Maria Del Rio,-29.9,-63.683
ARM00087289,Paso De Los Libres,-29.689,-57.152
ARM00087311,San Juan,-31.571,-68.418
ARM00087320,Chamical Aero,-30.367,-66.283
ARM00087328,Villa Dolores,-31.945,-65.146
ARM00087349,Pilar Observatorio,-31.667,-63.883
ARM00087395,Comodoro Pierrestegui,-31.297,-57.997
ARM00087416,San Martin,-33.083,-68.417
ARM00087436,San Luis,-33.273,-66.356
ARM00087448,Villa Reynolds,-33.73,-65.387
ARM00087453,Rio Cuarto Area De Material,-33.085,-64.261
ARM00087467,Marcos Juarez,-32.684,-62.158
ARM00087480,Rosario,-32.904,-60.785
ARM00087497,Gualeguaychu,-33.01,-58.613
ARM00087506,Malargue,-35.494,-69.574
ARM00087509,San Rafael,-34.588,-68.403
ARM00087532,General Pico,-35.696,-63.758
ARM00087548,Junin,-34.546,-60.931
ARM00087563,Las Flores,-36.067,-59.1
ARM00087576,Ministro Pistarini,-34.822,-58.536
ARM00087582,Aeroparque Jorge Newbery,-34.559,-58.416
ARM00087593,La Plata,-34.972,-57.895
ARM00087640,Bolivar Aero,-36.2,-61.067
ARM00087641,Azul Aero,-36.833,-59.883
ARM00087645,Tandil,-37.237,-59.228
ARM00087648,Dolores Airport,-36.35,-57.733
ARM00087688,Tres Arroyos,-38.387,-60.33
ARM00087765,San Carlos De Bariloche,-41.151,-71.158
ARM00087774,Maquinchao,-41.25,-68.733
ARM00087784,San Antonio Oeste Aero,-40.783,-65.1
ARM00087791,Gobernador Castello,-40.869,-63
ARM00087800,El Bolson,-41.943,-71.532
ARM00087852,Perito Moreno Arpt,-46.517,-71.017
ARM00087896,Puerto Deseado,-47.735,-65.904
ARM00087904,El Calafate Aero,-50.267,-72.05
ARM00087909,San Julian,-49.307,-67.803
ARM00087934,Rio Grande,-53.778,-67.749
ARM00087938,Ushuaia Malvinas Argentinas,-54.843,-68.296
ASM00094998,Macquarie Island,-54.499,158.937
ASN00094010,Cape Bruny Lighthouse,-43.4892,147.145
ASN00094041,Maatsuyker Island Lighthouse,-43.6578,146.271
AYM00088963,Base Esperanza,-63.4,-56.983
AYM00088968,Base Orcadas,-60.733,-44.733
AYM00089034,Base Belgrano Ii,-77.867,-34.617
AYM00089050,Bellingshausen Aws,-62.183,-58.883
AYM00089053,Base Jubany,-62.233,-58.633
AYM00089055,Base Marambio,-64.233,-56.717
AYM00089056,Centro Met. Antartico Pdte. E,-62.183,-58.983
AYM00089057,Base Arturo Prat,-62.5,-59.683
AYM00089058,Great Wall,-62.217,-58.967
AYM00089059,Base Bernardo O'Higgins,-63.317,-56.683
AYM00089061,Palmer Station,-64.766,-64.083
AYM00089066,Base San Martin,-68.117,-67.133
AYM00089251,King Sejong,-62.217,-58.75
AYM00089504,Troll In Antarktis,-72.017,2.383
AYM00089512,Novolazarevskaja,-70.767,11.833
AYM00089571,Davis,-68.583,77.95
AYM00089574,Progress,-69.383,76.383
AYM00089592,Mirnyj,-66.55,93.017
AYM00089606,Vostok,-78.45,106.867
AYM00089611,Casey,-66.283,110.517
BL000085041,Cobija,-11.03,-68.78
BL000085043,Riberalta,-11,-66.117
BL000085114,Magdalena,-13.333,-64.117
BL000085141,Rurrenabaque,-14.47,-67.57
BL000085223,Cochabamba,-17.42,-66.18
BL000085364,Tarija,-21.55,-64.7
BL000085365,Yacuiba,-21.95,-63.65
BLM00085104,San Joaquin,-13.067,-64.667
BLM00085109,San Ramon,-13.3,-64.7
BLM00085123,Santa Ana Del Yacuma,-13.762,-65.435
BLM00085139,Santa Rosa,-14.067,-66.783
BLM00085140,Reyes,-14.3,-67.367
BLM00085151,Apolo,-14.733,-68.417
BLM00085152,San Borja/Capt Germ,-14.867,-66.75
BLM00085153,San Ignacio De Moxo,-14.967,-65.633
BLM00085154,Tte Av Jorge Henrich Arauz,-14.819,-64.918
BLM00085175,Ascencion Guarayos,-15.717,-63.1
BLM00085195,San Javier,-16.267,-62.467
BLM00085196,Concepcion,-16.25,-62.1
BLM00085201,El Alto Intl,-16.513,-68.192
BLM00085207,San Ignacio Velasco,-16.367,-60.95
BLM00085210,San Matias,-16.333,-58.383
BLM00085242,Juan Mendoza,-17.963,-67.076
BLM00085244,Viru Viru Intl,-17.645,-63.135
BLM00085245,El Trompillo,-17.812,-63.171
BLM00085247,San Jose,-17.833,-60.75
BLM00085264,Vallegrande,-18.467,-64.1
BLM00085268,Robore (Civ/Mil),-18.317,-59.75
BLM00085289,Tte De Av Salvador Ogaya G,-18.975,-57.821
BLM00085293,Capitan Nicolas Rojas,-19.543,-65.724
BLM00085312,Monteagudo,-19.783,-63.917
BLM00085315,Camiri,-20.05,-63.567
BLM00085345,Tcnl Rafael Pabon,-21.255,-63.406
BR000047002,Salinopolis,-0.617,-47.383
BR000082400,Fernando De Noronha,-3.85,-32.417
BR000082861,Conceicao Do Araguaia,-8.25,-49.28
BR000352000,Altamira,-3.2,-52.2
BR000956000,Alta Floresta (Aero,-9.867,-56.1
BR002143012,Juiz De Fora,-21.767,-43.35
BR002548005,Paranagua,-25.517,-48.517
BR002554002,Iguazu Aero,-25.733,-54.467
BR00E3-0520,Sao Paulo (Aeroport,-23.617,-46.65
BR037041370,Teresina (Aeroporto,-5.05,-42.817
BR038484280,Campina Grande,-7.217,-35.883
BR038983570,Maceio (Aeroporto),-9.517,-35.783
BR047635180,Bom Jesus Da Lapa,-13.267,-43.417
BR057324290,Montes Claros,-16.717,-43.867
BRM00082098,Macapa,0.051,-51.072
BRM00082193,Val De Cans Intl,-1.379,-48.476
BRM00082336,Itacoatiara,-3.127,-58.481
BRM00082361,Tucurui,-3.786,-49.72
BRM00082533,Manicore,-5.811,-61.278
BRM00082562,Maraba,-5.369,-49.138
BRM00083208,Vilhena,-12.694,-60.098
BRM00083344,Vitoria Da Conquista,-14.863,-40.863
BRM00083566,Belo Horizonte (Confins) *,-19.833,-43.917
BRM00083698,Bartolomeu Lisandro,-21.698,-41.302
BRM00083746,Galeao Antonio Carlos Jobim,-22.809,-43.244
BRM00083827,Cataratas Intl,-25.596,-54.487
CO000080001,San Andres (Isla)/S,12.583,-81.717
CO000080222,Bogota/Eldorado,4.701,-74.15
CO000080259,Cali/Alfonso Bonill,3.55,-76.383
CO000080342,Pasto/Antonio Narin,1.417,-77.267
COM00080002,El Embrujo,13.357,-81.358
COM00080009,Simon Bolivar,11.12,-74.231
COM00080022,Rafael Nunez,10.442,-75.513
COM00080028,Ernesto Cortissoz,10.89,-74.781
COM00080035,Almirante Padilla,11.526,-72.926
COM00080036,Alfonso Lopez Pumarejo,10.435,-73.25
COM00080063,Los Garzones,8.824,-75.826
COM00080084,Antonio Roldan Betancourt,7.812,-76.716
COM00080091,Yariguies,7.024,-73.807
COM00080094,Palonegro,7.127,-73.185
COM00080097,Camilo Daza,7.928,-72.512
COM00080099,Santiago Perez,7.069,-70.737
COM00080110,Olaya Herrera,6.22,-75.591
COM00080112,Jose Maria Cordova,6.165,-75.423
COM00080144,El Carano,5.691,-76.641
COM00080210,Matecana,4.813,-75.74
COM00080211,El Eden,4.453,-75.766
COM00080214,Perales,4.422,-75.133
COM00080234,Vanguardia,4.168,-73.614
COM00080315,Benito Salas,2.95,-75.294
COM00080370,San Luis,0.862,-77.672
COM00080398,Alfredo Vasquez Cobo,-4.193,-69.943
EC000000006,Pichilingue,-1.1,-79.467
ECM00084008,San Cristobal,-0.917,-89.617
ECM00084036,San Gabriel,0.6,-77.817
ECM00084050,La Concordia,0.017,-79.367
ECM00084088,Izobamba,-0.35,-78.55
ECM00084132,Nuevo Rocafuerte,-0.917,-75.417
ECM00084135,Portoviejo,-1.033,-80.45
ECM00084179,Puyo,-1.5,-77.9
ECM00084226,Canar,-2.55,-78.933
ECM00084270,Loja/La Argelia,-4.033,-79.2
FG000081405,Rochambeau,4.833,-52.367
FKM00088889,Mount Pleasant,-51.823,-58.447
FRM00061998,Port-Aux-Francais (Iles Kergu,-49.35,70.25
FSM00061997,Alfred Faure (Iles Crozet),-46.433,51.85
GYM00081001,Georgetown,6.8,-58.15
GYW00010502,Georgetown,6.5,-58.25
NSM00081225,Johan A Pengel Intl,5.453,-55.188
NZ000093844,Invercargill Airpor,-46.417,168.333
NZ000939450,Campbell Island Aws,-52.55,169.167
NZM00093781,Christchurch Intl,-43.489,172.532
NZM00093929,Enderby Island Aws,-50.483,166.3
PA000086033,Bahia Negra,-20.23,-58.167
PA000086068,Mariscal Estigarrib,-22.017,-60.6
PA000086086,Puerto Casado,-22.283,-57.933
PA000086134,Concepcion,-23.43,-57.417
PA000086297,Encarnacion,-27.3,-55.9
PAM00086097,Pedro Juan Caballero,-22.6,-55.833
PAM00086128,Pozo Colorado,-23.5,-58.783
PAM00086170,Gral. Bruguez,-24.75,-58.833
PAM00086185,San Pedro,-24.067,-57.083
PAM00086192,San Estanislao,-24.667,-56.433
PAM00086210,Saltos Del Guaira,-24.033,-54.35
PAM00086218,Silvio Pettirossi Intl,-25.24,-57.519
PAM00086221,Paraguari,-25.633,-57.133
PAM00086233,Villarrica,-25.767,-56.433
PAM00086234,Coronel Oviedo,-25.467,-56.4
PAM00086255,Pilar,-26.85,-58.317
PAM00086260,San Juan Bautista,-26.667,-57.15
PAM00086268,Caazapa,-26.183,-56.367
PAM00086285,Capitan Meza,-26.933,-55.2
PE000084377,Iquitos,-3.783,-73.3
PE000084455,Tarapoto,-6.5,-76.367
PE000084752,Arequipa,-16.332,-71.567
PEM00084370,Pedro Canga,-3.553,-80.381
PEM00084390,Capitan Montes,-4.577,-81.254
PEM00084401,Capitan Fap Guillermo Concha,-5.206,-80.616
PEM00084425,Moises Benzaquen Rengifo,-5.894,-76.118
PEM00084452,Capt Jose A  Quinones Gonzale,-6.787,-79.828
PEM00084472,Gen Fap Armando Revoredo Igle,-7.139,-78.489
PEM00084474,Juanjui,-7.169,-76.729
PEM00084501,Capitan Carlos Martinez De Pi,-8.081,-79.109
PEM00084515,Cap Fap David Abenzur Rengifo,-8.378,-74.574
PEM00084534,Tingo Maria,-9.133,-75.95
PEM00084542,Comandante Fap German Arias G,-9.347,-77.598
PEM00084564,Alferez Fap D F Fernandini,-9.879,-76.205
PEM00084628,Jorge Chavez Intl,-12.022,-77.114
PEM00084658,Padre Aldamiz,-12.614,-69.229
PEM00084673,Coronel Fap Alfredo Mendivil,-13.155,-74.204
PEM00084686,Teniente Alejandro Velasco As,-13.536,-71.939
PEM00084691,Pisco Intl,-13.745,-76.22
PEM00084735,Juliaca,-15.467,-70.158
PEM00084782,Coronel Carlos Ciriani Santa,-18.053,-70.276
SF000068994,Marion Island,-46.883,37.867
UY000001709,Melo,-32.35,-54.183
UY000001856,Young,-32.683,-57.633
UY000001915,Paso De Los Toros,-32.8,-56.517
UY000002206,Durazno,-33.35,-56.5
UY000086330,Est.Met.Artigas,-30.4,-56.52
UY000086360,Salto,-31.433,-57.967
UY000086430,Paysandu,-32.333,-58.033
UY000086490,Mercedes,-33.25,-58.067
UY000086565,Rocha,-34.483,-54.3
UYM00086350,Presidente General Don Oscar,-30.975,-55.476
UYM00086500,Treinta Y Tres,-33.217,-54.383
UYM00086560,Laguna De Los Patos Intl,-34.456,-57.771
UYM00086580,Carrasco Intl,-34.838,-56.031
VE000005484,Puerto Carreno/A.Gu,6.167,-67.5
VE000080413,Maracay - B.A. Sucr,10.25,-67.65
VE000080425,Mene Grande,9.817,-70.933
VE000080438,Merida,8.6,-71.183
VEM00080403,Jose Leonardo Chirinos,11.415,-69.681
VEM00080407,La Chinita Intl,10.558,-71.728
VEM00080410,Barquisimeto Intl,10.043,-69.359
VEM00080415,Simon Bolivar Intl,10.603,-66.991
VEM00080419,General Jose Antonio Anzoateg,10.107,-64.689
VEM00080421,Porlamar (Aeropuerto Int. Del,10.917,-63.967
VEM00080427,Oswaldo Guevara Mujica,9.553,-69.238
VEM00080428,Guanare,9.027,-69.755
VEM00080435,Maturin,9.749,-63.153
VEM00080437,El Vigia,8.633,-71.65
VEM00080440,Barinas,8.62,-70.221
VEM00080447,San Antonio Del Tachira,7.841,-72.44
VEM00080448,Guasdualito,7.211,-70.756
VEM00080472,Arturo Michelena Intl,10.15,-67.928
